Country,Age,Year,Value
Myanmar,Less than 15 years old,1992,25370.886680541666
Myanmar,Less than 15 years old,1993,25067.07656611667
Myanmar,Less than 15 years old,1994,24646.79765985
Myanmar,Less than 15 years old,1995,24240.039657475
Myanmar,Less than 15 years old,1996,23903.669466558335
Myanmar,Less than 15 years old,1997,23581.84919821667
Myanmar,Less than 15 years old,1998,23502.824828016663
Myanmar,Less than 15 years old,1999,23328.501421233334
Myanmar,Less than 15 years old,2000,23038.826887449995
Myanmar,Less than 15 years old,2001,22946.44551791667
Myanmar,Less than 15 years old,2002,23305.278975733334
Myanmar,Less than 15 years old,2003,23901.198527341665
Myanmar,Less than 15 years old,2004,24475.047374033336
Myanmar,Less than 15 years old,2005,24499.846613774997
Myanmar,Less than 15 years old,2006,24089.173797008334
Myanmar,Less than 15 years old,2007,23512.42012733333
Myanmar,Less than 15 years old,2008,23098.680618458337
Myanmar,Less than 15 years old,2009,22264.4935698
Myanmar,Less than 15 years old,2010,20844.852272300002
Myanmar,Less than 15 years old,2011,19369.126620633335
Myanmar,Less than 15 years old,2012,17851.171541816668
Myanmar,Less than 15 years old,2013,16672.063729733334
Myanmar,Less than 15 years old,2014,15558.214809108335
Myanmar,Less than 15 years old,2015,14447.225941641665
Myanmar,Less than 15 years old,2016,13510.619110741667
Myanmar,Less than 15 years old,2017,12490.675146108333
Myanmar,Less than 15 years old,2018,11822.941329966665
Myanmar,Less than 15 years old,2019,11578.5580301
Myanmar,More than 64 years old,1990,6265.817688633334
Myanmar,More than 64 years old,1991,6555.7890587
Myanmar,More than 64 years old,1992,6872.750572525
Myanmar,More than 64 years old,1993,7226.261548333335
Myanmar,More than 64 years old,1994,7628.375290833334
Myanmar,More than 64 years old,1995,7978.659589999999
Myanmar,More than 64 years old,1996,8319.654915833335
Myanmar,More than 64 years old,1997,8655.403837666667
Myanmar,More than 64 years old,1998,9008.306806
Myanmar,More than 64 years old,1999,9416.602848833332
Myanmar,More than 64 years old,2000,9858.794012833334
Myanmar,More than 64 years old,2001,10462.2270995
Myanmar,More than 64 years old,2002,11268.799921333333
Myanmar,More than 64 years old,2003,12173.998498833333
Myanmar,More than 64 years old,2004,13142.887459
Myanmar,More than 64 years old,2005,13937.573906749998
Myanmar,More than 64 years old,2006,14778.70150225
Myanmar,More than 64 years old,2007,15601.12630625
Myanmar,More than 64 years old,2008,16402.7697945
Myanmar,More than 64 years old,2009,17079.352854916666
Myanmar,More than 64 years old,2010,17508.937352
Myanmar,More than 64 years old,2011,17821.147005083334
Myanmar,More than 64 years old,2012,18079.825632666667
Myanmar,More than 64 years old,2013,18410.466958666668
Myanmar,More than 64 years old,2014,18873.023016416668
Myanmar,More than 64 years old,2015,19167.904735833334
Myanmar,More than 64 years old,2016,19729.907346083335
Myanmar,More than 64 years old,2017,20377.61221575
Myanmar,More than 64 years old,2018,21454.023294583334
Myanmar,More than 64 years old,2019,23012.85746141667
Philippines,15 to 64 years old,1990,12312.849324058334
Philippines,15 to 64 years old,1991,12598.6657516
Philippines,15 to 64 years old,1992,13273.813684450002
Philippines,15 to 64 years old,1993,14051.111286291665
Philippines,15 to 64 years old,1994,14874.270016375
Philippines,15 to 64 years old,1995,15728.769517483333
Philippines,15 to 64 years old,1996,17154.905372033336
Philippines,15 to 64 years old,1997,18685.474449700003
Philippines,15 to 64 years old,1998,21021.102917616667
Philippines,15 to 64 years old,1999,23945.315727666664
Philippines,15 to 64 years old,2000,27449.069862999997
Philippines,15 to 64 years old,2001,30668.69440333333
Philippines,15 to 64 years old,2002,33445.33422425
Philippines,15 to 64 years old,2003,35341.12139475
Philippines,15 to 64 years old,2004,37414.074537416665
Philippines,15 to 64 years old,2005,39391.68855425
Philippines,15 to 64 years old,2006,40483.75089625
Philippines,15 to 64 years old,2007,40774.837943666666
Philippines,15 to 64 years old,2008,41556.79718283333
Philippines,15 to 64 years old,2009,42384.80640283333
Philippines,15 to 64 years old,2010,43018.285638333335
Philippines,15 to 64 years old,2011,43712.866630666664
Philippines,15 to 64 years old,2012,44519.23930591667
Philippines,15 to 64 years old,2013,45231.55909641667
Philippines,15 to 64 years old,2014,46435.8977805
Philippines,15 to 64 years old,2015,48064.44608725
Philippines,15 to 64 years old,2016,48927.31539249999
Philippines,15 to 64 years old,2017,50134.97649083333
Philippines,15 to 64 years old,2018,51669.388449666665
Philippines,15 to 64 years old,2019,53782.32250416666
Philippines,All,1990,43220.49169708334
Philippines,All,1991,43311.66147575
Philippines,All,1992,44259.457962416665
Philippines,All,1993,45587.73327808333
Philippines,All,1994,46705.10061616666
Philippines,All,1995,48084.21116099999
Philippines,All,1996,50076.81855358334
Philippines,All,1997,52057.71591166666
Philippines,All,1998,55021.19625691667
Philippines,All,1999,59688.41376158333
Philippines,All,2000,64486.45483383333
Philippines,All,2001,68750.76605416667
Philippines,All,2002,72141.95983541667
Philippines,All,2003,73736.75598016666
Philippines,All,2004,74864.05384833334
Philippines,All,2005,77910.91408966666
Philippines,All,2006,78837.59885591666
Philippines,All,2007,78220.368399
Philippines,All,2008,78527.98483875
Philippines,All,2009,78790.7408125
Philippines,All,2010,78690.84724083333
Philippines,All,2011,79436.07460258332
Philippines,All,2012,80692.95134933334
Philippines,All,2013,81678.53750866668
Philippines,All,2014,83210.02535975
Philippines,All,2015,85710.75988058334
Philippines,All,2016,86736.71887191666
Philippines,All,2017,88177.70917675
Philippines,All,2018,90037.23618066666
Philippines,All,2019,93548.38955824998
Philippines,Less than 15 years old,1990,23563.71074884167
Philippines,Less than 15 years old,1991,23195.71580408333
Philippines,Less than 15 years old,1992,22962.519633816668
Philippines,Less than 15 years old,1993,22980.888377825002
Philippines,Less than 15 years old,1994,22663.465922275
Philippines,Less than 15 years old,1995,22596.48787130833
Philippines,Less than 15 years old,1996,22434.10595131667
Philippines,Less than 15 years old,1997,22277.84882815833
Philippines,Less than 15 years old,1998,22092.633245350004
Philippines,Less than 15 years old,1999,22987.941039433335
Philippines,Less than 15 years old,2000,23203.710088624997
Philippines,Less than 15 years old,2001,23051.59753220833
Philippines,Less than 15 years old,2002,22531.46888039167
Philippines,Less than 15 years old,2003,21780.339023758333
Philippines,Less than 15 years old,2004,20302.149164125
Philippines,Less than 15 years old,2005,20534.634811716667
Philippines,Less than 15 years old,2006,19979.097974166667
Philippines,Less than 15 years old,2007,19070.665293508337
Philippines,Less than 15 years old,2008,18313.033276916667
Philippines,Less than 15 years old,2009,17476.922326183336
Philippines,Less than 15 years old,2010,16578.169119308335
Philippines,Less than 15 years old,2011,16227.740197116667
Philippines,Less than 15 years old,2012,15948.479523149997
Philippines,Less than 15 years old,2013,15533.833316416667
Philippines,Less than 15 years old,2014,15149.033728466668
Philippines,Less than 15 years old,2015,14969.939962225
Philippines,Less than 15 years old,2016,14518.758153691668
Philippines,Less than 15 years old,2017,14077.304383066667
Philippines,Less than 15 years old,2018,13294.759556224999
Philippines,Less than 15 years old,2019,13094.883782891668
Philippines,More than 64 years old,1990,7550.718755808334
Philippines,More than 64 years old,1991,7722.978000058334
Philippines,More than 64 years old,1992,8237.328664133334
Philippines,More than 64 years old,1993,8778.925405583333
Philippines,More than 64 years old,1994,9401.4840175
Philippines,More than 64 years old,1995,10003.2674055
Philippines,More than 64 years old,1996,10740.917181916668
Philippines,More than 64 years old,1997,11352.163722166668
Philippines,More than 64 years old,1998,12174.079908916667
Philippines,More than 64 years old,1999,13030.3698145
Philippines,More than 64 years old,2000,14122.32192725
Philippines,More than 64 years old,2001,15332.730127
Philippines,More than 64 years old,2002,16478.823979083332
Philippines,More than 64 years old,2003,16925.329106666668
Philippines,More than 64 years old,2004,17456.073411916666
Philippines,More than 64 years old,2005,18298.663420416666
Philippines,More than 64 years old,2006,18677.2490105
Philippines,More than 64 years old,2007,18660.883576833334
Philippines,More than 64 years old,2008,18934.481675666666
Philippines,More than 64 years old,2009,19196.018616833335
Philippines,More than 64 years old,2010,19351.42988825
Philippines,More than 64 years old,2011,19747.18946475
Philippines,More than 64 years old,2012,20475.360698583332
Philippines,More than 64 years old,2013,21160.9975925
Philippines,More than 64 years old,2014,21871.158969166663
Philippines,More than 64 years old,2015,22924.410931083334
Philippines,More than 64 years old,2016,23530.730150666666
Philippines,More than 64 years old,2017,24199.2174045
Philippines,More than 64 years old,2018,25304.484419750002
Philippines,More than 64 years old,2019,26904.104951166668
Singapore,15 to 64 years old,1990,1587.4731267500001
Singapore,15 to 64 years old,1991,1528.1223321666666
Singapore,15 to 64 years old,1992,1471.0607384166667
Singapore,15 to 64 years old,1993,1428.6174038083334
Singapore,15 to 64 years old,1994,1427.24801805
Singapore,15 to 64 years old,1995,1431.1369198083332
Singapore,15 to 64 years old,1996,1446.6610471583333
Singapore,15 to 64 years old,1997,1441.4610290500002
Singapore,15 to 64 years old,1998,1443.9023492333333
Singapore,15 to 64 years old,1999,1404.0290756916665
Singapore,15 to 64 years old,2000,1386.9880456333333
Singapore,15 to 64 years old,2001,1374.5816393000002
Singapore,15 to 64 years old,2002,1363.7235239666668
Singapore,15 to 64 years old,2003,1293.9052913666667
Singapore,15 to 64 years old,2004,1270.68373915
Singapore,15 to 64 years old,2005,1258.1701122083334
Singapore,15 to 64 years old,2006,1256.2917460333333
Singapore,15 to 64 years old,2007,1290.571670775
Singapore,15 to 64 years old,2008,1330.1805142166666
Singapore,15 to 64 years old,2009,1312.1393337583334
Singapore,15 to 64 years old,2010,1332.3780952166667
Singapore,15 to 64 years old,2011,1377.693294275
Singapore,15 to 64 years old,2012,1456.06900865
Singapore,15 to 64 years old,2013,1541.1832947416667
Singapore,15 to 64 years old,2014,1605.0062242833335
Singapore,15 to 64 years old,2015,1649.1239473833332
Singapore,15 to 64 years old,2016,1649.0536288249998
Singapore,15 to 64 years old,2017,1617.3205317333334
Singapore,15 to 64 years old,2018,1647.3219045166668
Singapore,15 to 64 years old,2019,1677.1733723583332
Singapore,All,1990,3172.6932030000003
Singapore,All,1991,3040.895937
Singapore,All,1992,2941.2601085
Singapore,All,1993,2889.0821966666667
Singapore,All,1994,2910.7005080833333
Singapore,All,1995,2936.3700963333335
Singapore,All,1996,2968.487823583333
Singapore,All,1997,2973.9447175833334
Singapore,All,1998,2979.7412255833333
Singapore,All,1999,2931.1456993333336
Singapore,All,2000,2913.228294416667
Singapore,All,2001,2856.2088408333334
Singapore,All,2002,2812.2383028333334
Singapore,All,2003,2713.65131075
Singapore,All,2004,2685.81837575
Singapore,All,2005,2621.424326
Singapore,All,2006,2623.9499105833333
Singapore,All,2007,2668.6241150833334
Singapore,All,2008,2687.7509739166667
Singapore,All,2009,2637.3009591666664
Singapore,All,2010,2680.6609758333334
Singapore,All,2011,2770.9992144999997
Singapore,All,2012,2977.8285650000003
Singapore,All,2013,3202.362572
Singapore,All,2014,3412.001682583333
Singapore,All,2015,3561.05740075
Singapore,All,2016,3622.7651383333327
Singapore,All,2017,3675.5135842500003
Singapore,All,2018,3864.29173675
Singapore,All,2019,4037.7963018333326
Singapore,Less than 15 years old,1990,120.45834675583332
Singapore,Less than 15 years old,1991,101.22621495916665
Singapore,Less than 15 years old,1992,92.7104573725
Singapore,Less than 15 years old,1993,84.89167970916667
Singapore,Less than 15 years old,1994,79.5651407925
Singapore,Less than 15 years old,1995,76.61780612583334
Singapore,Less than 15 years old,1996,74.85495977916666
Singapore,Less than 15 years old,1997,68.14565104
Singapore,Less than 15 years old,1998,61.86982307416667
Singapore,Less than 15 years old,1999,55.53561839583333
Singapore,Less than 15 years old,2000,49.50006475666667
Singapore,Less than 15 years old,2001,41.64631923666666
Singapore,Less than 15 years old,2002,39.460219245833336
Singapore,Less than 15 years old,2003,34.840654957
Singapore,Less than 15 years old,2004,32.409862613083334
Singapore,Less than 15 years old,2005,32.81063254991667
Singapore,Less than 15 years old,2006,33.958009920916666
Singapore,Less than 15 years old,2007,33.077317464833335
Singapore,Less than 15 years old,2008,33.541642059666664
Singapore,Less than 15 years old,2009,33.535338302166664
Singapore,Less than 15 years old,2010,32.612824780416666
Singapore,Less than 15 years old,2011,34.644819328666664
Singapore,Less than 15 years old,2012,35.815709022
Singapore,Less than 15 years old,2013,34.70035720883333
Singapore,Less than 15 years old,2014,33.09785875041667
Singapore,Less than 15 years old,2015,33.713790158083334
Singapore,Less than 15 years old,2016,33.78655749625
Singapore,Less than 15 years old,2017,31.65961790775
Singapore,Less than 15 years old,2018,29.985535924666664
Singapore,Less than 15 years old,2019,29.230060155833332
Singapore,More than 64 years old,1990,1815.5623678333332
Singapore,More than 64 years old,1991,1732.0731131666664
Singapore,More than 64 years old,1992,1674.4427318333335
Singapore,More than 64 years old,1993,1656.5734448333333
Singapore,More than 64 years old,1994,1676.6964350833332
Singapore,More than 64 years old,1995,1694.53688875
Singapore,More than 64 years old,1996,1703.0428515833335
Singapore,More than 64 years old,1997,1710.2320725
Singapore,More than 64 years old,1998,1713.2035174166667
Singapore,More than 64 years old,1999,1698.95751025
Singapore,More than 64 years old,2000,1693.0247206666666
Singapore,More than 64 years old,2001,1643.648784
Singapore,More than 64 years old,2002,1601.062082083333
Singapore,More than 64 years old,2003,1566.9152395
Singapore,More than 64 years old,2004,1555.8451623333333
Singapore,More than 64 years old,2005,1489.36738375
Singapore,More than 64 years old,2006,1485.407778
Singapore,More than 64 years old,2007,1491.028036
Singapore,More than 64 years old,2008,1463.4960034166668
Singapore,More than 64 years old,2009,1424.11019375
Singapore,More than 64 years old,2010,1443.9798941583333
Singapore,More than 64 years old,2011,1481.3813900416665
Singapore,More than 64 years old,2012,1610.3685665
Singapore,More than 64 years old,2013,1753.2916383333334
Singapore,More than 64 years old,2014,1903.187497
Singapore,More than 64 years old,2015,2006.9100315833332
Singapore,More than 64 years old,2016,2059.278255333333
Singapore,More than 64 years old,2017,2139.2352913333334
Singapore,More than 64 years old,2018,2297.030387166667
Singapore,More than 64 years old,2019,2438.5197676666667
Thailand,15 to 64 years old,1990,21791.86278425
Thailand,15 to 64 years old,1991,23511.402913500002
Thailand,15 to 64 years old,1992,24987.093436583335
Thailand,15 to 64 years old,1993,26792.146005666666
Thailand,15 to 64 years old,1994,28974.347668500002
Thailand,15 to 64 years old,1995,31271.741963499997
Thailand,15 to 64 years old,1996,33483.29494966666
Thailand,15 to 64 years old,1997,31573.86398541667
Thailand,15 to 64 years old,1998,32643.134598499997
Thailand,15 to 64 years old,1999,36041.17656766666
Thailand,15 to 64 years old,2000,36902.850810083335
Thailand,15 to 64 years old,2001,36169.603020999995
Thailand,15 to 64 years old,2002,37465.86752508333
Thailand,15 to 64 years old,2003,37997.94127091667
Thailand,15 to 64 years old,2004,37748.823878166666
Thailand,15 to 64 years old,2005,37461.56331233333
Thailand,15 to 64 years old,2006,38237.70457433334
Thailand,15 to 64 years old,2007,39190.78019816666
Thailand,15 to 64 years old,2008,39805.93012425
Thailand,15 to 64 years old,2009,39957.176421083335
Thailand,15 to 64 years old,2010,41007.036030999996
Thailand,15 to 64 years old,2011,41021.574544083334
Thailand,15 to 64 years old,2012,40620.16624258333
Thailand,15 to 64 years old,2013,39393.577663833334
Thailand,15 to 64 years old,2014,38980.20563541666
Thailand,15 to 64 years old,2015,38810.156985
Thailand,15 to 64 years old,2016,40005.33408325
Thailand,15 to 64 years old,2017,40593.23511366667
Thailand,15 to 64 years old,2018,41595.111221416664
Thailand,15 to 64 years old,2019,43126.15471791667
Thailand,All,1990,43889.93147333333
Thailand,All,1991,46041.89932383333
Thailand,All,1992,47954.44222175
Thailand,All,1993,50203.40931441666
Thailand,All,1994,53026.272303666665
Thailand,All,1995,55847.471141333335
Thailand,All,1996,58594.66719025
Thailand,All,1997,56071.291692
Thailand,All,1998,58326.76039716666
Thailand,All,1999,63298.834294
Thailand,All,2000,64400.66686533333
Thailand,All,2001,62739.608883416666
Thailand,All,2002,64618.54436491666
Thailand,All,2003,65476.64696975
Thailand,All,2004,66538.32749708333
Thailand,All,2005,67163.37897383333
Thailand,All,2006,68489.63151916667
Thailand,All,2007,70185.25163716667
Thailand,All,2008,71431.72125358334
Thailand,All,2009,71736.59544158334
Thailand,All,2010,73389.86030774999
Thailand,All,2011,73168.18271566667
Thailand,All,2012,72389.37831125
Thailand,All,2013,70678.51092458333
Thailand,All,2014,70411.48053799999
Thailand,All,2015,70905.14962641666
Thailand,All,2016,73490.34339316668
Thailand,All,2017,75078.32871650001
Thailand,All,2018,78087.56309708334
Thailand,All,2019,82005.58174941667
Thailand,Less than 15 years old,1990,9262.472919141666
Thailand,Less than 15 years old,1991,8658.109518758332
Thailand,Less than 15 years old,1992,8159.224252316667
Thailand,Less than 15 years old,1993,7775.178302608333
Thailand,Less than 15 years old,1994,7435.03593455
Thailand,Less than 15 years old,1995,7069.918944225
Thailand,Less than 15 years old,1996,6705.944748633334
Thailand,Less than 15 years old,1997,6332.5968707833335
Thailand,Less than 15 years old,1998,6109.525507608333
Thailand,Less than 15 years old,1999,5859.282258583334
Thailand,Less than 15 years old,2000,5618.6714239916655
Thailand,Less than 15 years old,2001,5349.752986066666
Thailand,Less than 15 years old,2002,5054.73871115
Thailand,Less than 15 years old,2003,4758.069787583333
Thailand,Less than 15 years old,2004,4469.1449419166665
Thailand,Less than 15 years old,2005,4167.245040446666
Thailand,Less than 15 years old,2006,3957.0717633733334
Thailand,Less than 15 years old,2007,3835.7350724841667
Thailand,Less than 15 years old,2008,3630.0390963333334
Thailand,Less than 15 years old,2009,3284.5465908941665
Thailand,Less than 15 years old,2010,2899.51893652
Thailand,Less than 15 years old,2011,2637.6449365125
Thailand,Less than 15 years old,2012,2484.1123578175
Thailand,Less than 15 years old,2013,2209.201812508333
Thailand,Less than 15 years old,2014,2074.1387335175
Thailand,Less than 15 years old,2015,1971.41559117
Thailand,Less than 15 years old,2016,1964.5806991991667
Thailand,Less than 15 years old,2017,1714.5436796699998
Thailand,Less than 15 years old,2018,1589.40893054
Thailand,Less than 15 years old,2019,1508.01691176
Thailand,More than 64 years old,1990,13089.497150000001
Thailand,More than 64 years old,1991,14131.931676583334
Thailand,More than 64 years old,1992,15070.088349583333
Thailand,More than 64 years old,1993,15897.706772833333
Thailand,More than 64 years old,1994,16880.191345583335
Thailand,More than 64 years old,1995,17769.149257
Thailand,More than 64 years old,1996,18666.360032
Thailand,More than 64 years old,1997,18408.463357416666
Thailand,More than 64 years old,1998,19825.542094416665
Thailand,More than 64 years old,1999,21661.08039775
Thailand,More than 64 years old,2000,22135.474981249998
Thailand,More than 64 years old,2001,21456.226021333332
Thailand,More than 64 years old,2002,22332.910500333335
Thailand,More than 64 years old,2003,22951.3495595
Thailand,More than 64 years old,2004,24556.777168750003
Thailand,More than 64 years old,2005,25772.557321
Thailand,More than 64 years old,2006,26530.800958166667
Thailand,More than 64 years old,2007,27394.302899833332
Thailand,More than 64 years old,2008,28231.156761250004
Thailand,More than 64 years old,2009,28727.185227916667
Thailand,More than 64 years old,2010,29716.14927683333
Thailand,More than 64 years old,2011,29731.29634175
Thailand,More than 64 years old,2012,29494.77331091667
Thailand,More than 64 years old,2013,29274.563226500002
Thailand,More than 64 years old,2014,29549.694289083334
Thailand,More than 64 years old,2015,30313.54435025
Thailand,More than 64 years old,2016,31710.16624066667
Thailand,More than 64 years old,2017,32958.744698166665
Thailand,More than 64 years old,2018,35093.74841675
Thailand,More than 64 years old,2019,37565.51716641667
Timor-Leste,15 to 64 years old,1990,70.67
Timor-Leste,15 to 64 years old,1991,71.33366666666667
Timor-Leste,15 to 64 years old,1992,73.91133333333333
Timor-Leste,15 to 64 years old,1993,45.400700856
Timor-Leste,15 to 64 years old,1994,41.57794933636364
Timor-Leste,15 to 64 years old,1995,42.214628181818185
Timor-Leste,15 to 64 years old,1996,42.09032796363636
Timor-Leste,15 to 64 years old,1997,41.28857793636364
Timor-Leste,15 to 64 years old,1998,42.23094778181818
Timor-Leste,15 to 64 years old,1999,43.170367254545454
Timor-Leste,15 to 64 years old,2000,42.68412539166667
Timor-Leste,15 to 64 years old,2001,45.45086349166667
Timor-Leste,15 to 64 years old,2002,50.23015170833333
Timor-Leste,15 to 64 years old,2003,58.378886791666666
Timor-Leste,15 to 64 years old,2004,63.891011891666665
Timor-Leste,15 to 64 years old,2005,73.7688387
Timor-Leste,15 to 64 years old,2006,81.3340074
Timor-Leste,15 to 64 years old,2007,93.62168715833333
Timor-Leste,15 to 64 years old,2008,103.34037046666667
Timor-Leste,15 to 64 years old,2009,118.23877678333332
Timor-Leste,15 to 64 years old,2010,126.71017518333333
Timor-Leste,15 to 64 years old,2011,141.43720518333333
Timor-Leste,15 to 64 years old,2012,153.78250440833332
Timor-Leste,15 to 64 years old,2013,166.16931726666667
Timor-Leste,15 to 64 years old,2014,182.31538398333336
Timor-Leste,15 to 64 years old,2015,185.98813198333332
Timor-Leste,15 to 64 years old,2016,195.53482309166668
Timor-Leste,15 to 64 years old,2017,204.68929248333333
Timor-Leste,15 to 64 years old,2018,214.10337463333335
Timor-Leste,15 to 64 years old,2019,222.83022605
Timor-Leste,All,1990,661.6195
Timor-Leste,All,1991,658.1021666666667
Timor-Leste,All,1992,655.4973333333334
Timor-Leste,All,1993,388.130365774
Timor-Leste,All,1994,343.2542229090909
Timor-Leste,All,1995,332.3031015818182
Timor-Leste,All,1996,320.2044169909091
Timor-Leste,All,1997,304.86391877272723
Timor-Leste,All,1998,295.9718610090909
Timor-Leste,All,1999,289.3885599909091
Timor-Leste,All,2000,258.7650180583333
Timor-Leste,All,2001,259.7167089166667
Timor-Leste,All,2002,273.08237075
Timor-Leste,All,2003,298.37847070833334
Timor-Leste,All,2004,316.9247286083333
Timor-Leste,All,2005,335.4946977583333
Timor-Leste,All,2006,345.1851930416667
Timor-Leste,All,2007,373.76328175
Timor-Leste,All,2008,394.4229553333333
Timor-Leste,All,2009,426.65880875
Timor-Leste,All,2010,451.9548619166667
Timor-Leste,All,2011,479.0715379166666
Timor-Leste,All,2012,502.69691858333334
Timor-Leste,All,2013,519.0756880833334
Timor-Leste,All,2014,540.55102475
Timor-Leste,All,2015,566.7474509166667
Timor-Leste,All,2016,588.4994594166666
Timor-Leste,All,2017,600.7815118333333
Timor-Leste,All,2018,615.4001338333334
Timor-Leste,All,2019,629.9802043333333
Timor-Leste,Less than 15 years old,1990,576.8533333333334
Timor-Leste,Less than 15 years old,1991,570.0143333333334
Timor-Leste,Less than 15 years old,1992,562.257
Timor-Leste,Less than 15 years old,1993,329.21802941799996
Timor-Leste,Less than 15 years old,1994,287.5440969090909
Timor-Leste,Less than 15 years old,1995,274.2974974
Timor-Leste,Less than 15 years old,1996,260.2761978909091
Timor-Leste,Less than 15 years old,1997,243.8235509272727
Timor-Leste,Less than 15 years old,1998,231.53222130909091
Timor-Leste,Less than 15 years old,1999,221.61406682727272
Timor-Leste,Less than 15 years old,2000,192.159797025
Timor-Leste,Less than 15 years old,2001,187.22479628333335
Timor-Leste,Less than 15 years old,2002,191.31643843333333
Timor-Leste,Less than 15 years old,2003,202.26227949999998
Timor-Leste,Less than 15 years old,2004,208.66426511666668
Timor-Leste,Less than 15 years old,2005,211.38178391666668
Timor-Leste,Less than 15 years old,2006,205.766501375
Timor-Leste,Less than 15 years old,2007,211.3814885416667
Timor-Leste,Less than 15 years old,2008,210.30806609166666
Timor-Leste,Less than 15 years old,2009,213.44242476666668
Timor-Leste,Less than 15 years old,2010,211.40913514166667
Timor-Leste,Less than 15 years old,2011,209.2706829
Timor-Leste,Less than 15 years old,2012,208.17719758333337
Timor-Leste,Less than 15 years old,2013,202.543613175
Timor-Leste,Less than 15 years old,2014,202.20201514166664
Timor-Leste,Less than 15 years old,2015,204.76879990833334
Timor-Leste,Less than 15 years old,2016,207.33265815833337
Timor-Leste,Less than 15 years old,2017,201.257207625
Timor-Leste,Less than 15 years old,2018,198.07462116666667
Timor-Leste,Less than 15 years old,2019,196.67273183333336
Timor-Leste,More than 64 years old,1990,97.70366666666666
Timor-Leste,More than 64 years old,1991,99.18650000000001
Timor-Leste,More than 64 years old,1992,101.74133333333333
Timor-Leste,More than 64 years old,1993,63.136935499
Timor-Leste,More than 64 years old,1994,59.24417663636363
Timor-Leste,More than 64 years old,1995,61.07597593636364
Timor-Leste,More than 64 years old,1996,63.65198203636364
Timor-Leste,More than 64 years old,1997,66.35233536363636
Timor-Leste,More than 64 years old,1998,70.74723737272727
Timor-Leste,More than 64 years old,1999,75.02148944545455
Timor-Leste,More than 64 years old,2000,71.19113406666666
Timor-Leste,More than 64 years old,2001,76.42717548333333
Timor-Leste,More than 64 years old,2002,85.93005568333335
Timor-Leste,More than 64 years old,2003,99.038229075
Timor-Leste,More than 64 years old,2004,112.69296676666666
Timor-Leste,More than 64 years old,2005,124.85977498333334
Timor-Leste,More than 64 years old,2006,139.65916451666666
Timor-Leste,More than 64 years old,2007,160.32426570833334
Timor-Leste,More than 64 years old,2008,183.232201575
Timor-Leste,More than 64 years old,2009,210.412990025
Timor-Leste,More than 64 years old,2010,243.12053966666667
Timor-Leste,More than 64 years old,2011,267.647773175
Timor-Leste,More than 64 years old,2012,287.6912816166667
Timor-Leste,More than 64 years old,2013,302.63573816666667
Timor-Leste,More than 64 years old,2014,310.3481140833333
Timor-Leste,More than 64 years old,2015,341.4541348333333
Timor-Leste,More than 64 years old,2016,357.2969806666667
Timor-Leste,More than 64 years old,2017,372.77645458333336
Timor-Leste,More than 64 years old,2018,386.28871983333335
Timor-Leste,More than 64 years old,2019,397.41288349999996
